label,score,text,stars,source,direction
5 stars,0.5224951505661011, Unity,5.0,Biden,58.0
5 stars,0.30138498544692993,"  In another January on New Year's Day in 1863, Abraham Lincoln signed the Emancipation Proclamation",5.0,Biden,61.0
5 stars,0.388052761554718," When he put pen to paper, the President said, and I quote, ""If my name ever goes down into history it will be for this act, and my whole soul is in it",5.0,Biden,63.0
5 stars,0.4396206736564636,""" My whole soul is in it",5.0,Biden,65.0
5 stars,0.8131954669952393,"  Today, on this January day, my whole soul is in this: bringing America together, uniting our people, uniting our Nation",5.0,Biden,68.0
5 stars,0.7324302196502686," And I ask every American to join me in this cause: uniting to fight the foes we face: anger, resentment, and hatred; extremism, lawlessness, violence; disease, joblessness, and hopelessness",5.0,Biden,70.0
5 stars,0.6549989581108093,"  With unity we can do great things, important things",5.0,Biden,72.0
1 star,0.3698853552341461, We can right wrongs,1.0,Biden,74.0
4 stars,0.41447821259498596, We can put people to work in good jobs,4.0,Biden,76.0
5 stars,0.4658668041229248, We can teach our children in safe schools,5.0,Biden,79.0
5 stars,0.45759013295173645, We can overcome the deadly virus,5.0,Biden,81.0
5 stars,0.5826315879821777, We can reward work and rebuild the middle class and make health care secure for all,5.0,Biden,83.0
5 stars,0.7148537039756775," We can deliver racial justice, and we can make America, once again, the leading force for good in the world",5.0,Biden,86.0
2 stars,0.24080771207809448,  I know speaking of unity can sound to some like a foolish fantasy these days,2.0,Biden,88.0
5 stars,0.526725172996521, I know the forces that divide us are deep and they are real,5.0,Biden,90.0
2 stars,0.39885571599006653, But I also know they are not new,2.0,Biden,92.0
5 stars,0.5345656871795654," Our history has been a constant struggle between the American ideal that we all are created equal and the harsh, ugly reality that racism, nativism, fear, demonization have long torn us apart",5.0,Biden,94.0
4 stars,0.3257461488246918, The battle is perennial,4.0,Biden,97.0
1 star,0.40543439984321594, And victory is never assured,1.0,Biden,99.0
5 stars,0.6121090650558472,"  Through the Civil War, the Great Depression, World War, 9/11, through struggle, sacrifice, and setbacks, our ""better angels"" have always prevailed",5.0,Biden,101.0
5 stars,0.5227249264717102," In each of these moments, enough of usâ€”enough of usâ€”have come together to carry all of us forward",5.0,Biden,103.0
5 stars,0.5093820095062256, And we can do that now,5.0,Biden,106.0
5 stars,0.5914709568023682," History, faith, and reason show the way: the way of unity",5.0,Biden,108.0
4 stars,0.4066297113895416,"  We can see each other not as adversaries, but as neighbors",4.0,Biden,110.0
5 stars,0.6020957827568054, We can treat each other with dignity and respect,5.0,Biden,112.0
5 stars,0.47469183802604675," We can join forces, stop the shouting, and lower the temperature",5.0,Biden,115.0
1 star,0.337551087141037," For without unity, there is no peace, only bitterness and fury",1.0,Biden,117.0
1 star,0.42642921209335327," No progress, only exhausting outrage",1.0,Biden,119.0
1 star,0.5694810748100281," No nation, only a state of chaos",1.0,Biden,122.0
5 stars,0.7879377007484436,"  This is our historic moment of crisis and challenge, and unity is the path forward",5.0,Biden,124.0
5 stars,0.7141608595848083, And we must meet this moment as the United States of America,5.0,Biden,126.0
5 stars,0.3177044987678528," If we do that, I guarantee you, we will not fail",5.0,Biden,128.0
5 stars,0.5699548721313477," We have never, ever, ever, ever failed in America when we have acted together",5.0,Biden,130.0
5 stars,0.37235453724861145,"  And so today, at this time, in this place, let's start afresh, all of us",5.0,Biden,133.0
5 stars,0.6514400839805603," Let's begin to listen to one another, hear one another, see one another, show respect to one another",5.0,Biden,135.0
1 star,0.3663142919540405, Politics doesn't have to be a raging fire destroying everything in its path,1.0,Biden,137.0
5 stars,0.346108078956604, Every disagreement doesn't have to be a cause for total war,5.0,Biden,140.0
5 stars,0.41784414649009705, And we must reject the culture in which facts themselves are manipulated and even manufactured,5.0,Biden,142.0
3 stars,0.2623109817504883,"  My fellow Americans, we have to be different than this",3.0,Biden,144.0
5 stars,0.3084600567817688, America has to be better than this,5.0,Biden,146.0
5 stars,0.6795482635498047, And I believe America is so much better than this,5.0,Biden,148.0
4 stars,0.26899364590644836,  Just look around,4.0,Biden,151.0
5 stars,0.4227278530597687," Here we stand, in the shadow of the Capitol dome, as was mentioned earlier, completed amid the Civil War, when the Union itself was literally hanging in the balance",5.0,Biden,153.0
3 stars,0.35898202657699585," Yet we endured, we prevailed",3.0,Biden,155.0
5 stars,0.3858835697174072,  Here we stand looking out on the great Mall where Dr,5.0,Biden,158.0
5 stars,0.4638501703739166, King spoke of his dream,5.0,Biden,160.0
5 stars,0.3414430320262909,"  Here we stand, where 108 years ago, at another Inaugural, thousands of protesters tried to block brave women marching for the right to vote",5.0,Biden,162.0
5 stars,0.6389526128768921, And today we mark the swearing-in of the first woman in American history elected to national office: Vice President Kamala Harris,5.0,Biden,164.0
1 star,0.31269383430480957, Don't tell me things can't change,1.0,Biden,166.0
5 stars,0.6653737425804138,"  Here we stand across the Potomac from Arlington Cemetery, where heroes who gave the last full measure of devotion rest in eternal peace",5.0,Biden,169.0
5 stars,0.5555975437164307,"  And here we stand, just days after a riotous mob thought they could use violence to silence the will of the people, to stop the work of our democracy, to drive us from this sacred ground",5.0,Biden,171.0
1 star,0.6592569947242737, It did not happen,1.0,Biden,173.0
1 star,0.8364061713218689," It will never happen, not today, not tomorrow, not everâ€”not ever",1.0,Biden,176.0
5 stars,0.6008180379867554,"  To all those who supported our campaign, I am humbled by the faith you've placed in us",5.0,Biden,178.0
1 star,0.5644327998161316," To all those who did not support us, let me say this: Hear me out as we move forward",1.0,Biden,180.0
5 stars,0.5539355278015137, Take a measure of me and my heart,5.0,Biden,182.0
4 stars,0.332364559173584," And if you still disagree, so be it",4.0,Biden,184.0
1 star,0.23980949819087982, That's democracy,1.0,Biden,187.0
5 stars,0.3579782247543335, That's America,5.0,Biden,189.0
5 stars,0.7993485927581787," The right to dissent peaceably, within the guardrails of our Republic, is perhaps this Nation's greatest strength",5.0,Biden,191.0
3 stars,0.33960938453674316, Yet hear me clearly: Disagreement must not lead to disunion,3.0,Biden,194.0
5 stars,0.5214898586273193, And I pledge this to you: I will be a President for all Americansâ€”all Americans,5.0,Biden,196.0
5 stars,0.5267811417579651," And I promise you, I will fight as hard for those who did not support me as for those who did",5.0,Biden,198.0
5 stars,0.2378656417131424,"  Many centuries ago, Saint Augustine, a saint of my church, wrote that a people was a multitude defined by the common objects of their loveâ€”defined by the common objects of their love",5.0,Biden,200.0
5 stars,0.4898131191730499," What are the common objects we as Americans love? That define us as Americans? I think we know: opportunity, security, liberty, dignity, respect, honor, and yes, the truth",5.0,Biden,202.0
5 stars,0.23261699080467224,  Recent weeks and months have taught us a painful lesson,5.0,Biden,205.0
5 stars,0.49431344866752625," There is truth, and there are lies: lies told for power and for profit",5.0,Biden,207.0
5 stars,0.7564569711685181," And each of us has a duty and a responsibility, as citizens, as Americans, and especially as leadersâ€”leaders who have pledged to honor our Constitution and protect our Nationâ€”to defend the truth and defeat the lies",5.0,Biden,209.0
5 stars,0.32125788927078247,"  Look, I understand that many of my fellow Americans view the future with fear and trepidation",5.0,Biden,212.0
3 stars,0.31107115745544434, I understand they worry about their jobs,3.0,Biden,214.0
4 stars,0.29725322127342224," I understand, like my dad, they lay at bed at night staring at the ceiling, wondering: ""Can I keep my health care? Can I pay my mortgage?"" Thinking about their families, about what comes next",4.0,Biden,216.0
5 stars,0.6008787751197815," I promise you, I get it",5.0,Biden,218.0
2 stars,0.35093367099761963," But the answer is not to turn inward, to retreat into competing factions, distrusting those who don't look like you or worship the way you do or don't get their news from the same sources you do",2.0,Biden,221.0
5 stars,0.3820049464702606," We must end this uncivil war that pits red against blue, rural versus urban, conservative versus liberal",5.0,Biden,223.0
4 stars,0.3638823628425598," We can do this if we open our souls instead of hardening our hearts, if we show a little tolerance and humility, and if we're willing to stand in the other person's shoes, as my mom would say, just for a moment",4.0,Biden,225.0
5 stars,0.39588087797164917, Stand in their shoes,5.0,Biden,227.0
5 stars,0.2296912670135498,  Because here is the thing about life: There is no accounting for what fate will deal you,5.0,Biden,229.0
3 stars,0.37959474325180054, Some days when you need a hand,3.0,Biden,232.0
3 stars,0.3339729905128479, There are other days when we're called to lend a hand,3.0,Biden,234.0
3 stars,0.3326636552810669, That's how it has to be,3.0,Biden,236.0
3 stars,0.31886038184165955, That is what we do for one another,3.0,Biden,238.0
5 stars,0.4633764624595642," And if we are this way, our country will be stronger, more prosperous, more ready for the future",5.0,Biden,241.0
3 stars,0.3162541091442108, And we can still disagree,3.0,Biden,243.0
5 stars,0.414632111787796,"  My fellow Americans, in the work ahead of us, we're going to need each other",5.0,Biden,245.0
5 stars,0.6560632586479187, We need all our strength to persevere through this dark winter,5.0,Biden,248.0
1 star,0.2760286331176758, We're entering what may be the toughest and deadliest period of the virus,1.0,Biden,250.0
5 stars,0.6038892269134521, We must set aside politics and finally face this pandemic as one Nation,5.0,Biden,252.0
1 star,0.7877781391143799, One Nation,1.0,Biden,254.0
5 stars,0.5912863612174988," And I promise you this: As the Bible says, ""Weeping may endure for a night, but joy cometh in the morning",5.0,Biden,256.0
5 stars,0.6378984451293945,""" We will get through this, togetherâ€”together",5.0,Biden,259.0
5 stars,0.6414795517921448,"  Look, folks, all my colleagues that I served with in the House and the Senate up here",5.0,Biden,261.0
5 stars,0.7262005805969238," We all understand the world is watching, watching all of us today",5.0,Biden,263.0
3 stars,0.3050500452518463," So here is my message to those beyond our borders: America has been tested, and we have come out stronger for it",3.0,Biden,266.0
5 stars,0.5407647490501404," We will repair our alliances and engage with the world once again, not to meet yesterday's challenges, but today's and tomorrow's challenges",5.0,Biden,268.0
5 stars,0.50472491979599," And we'll lead not merely by the example of our power, but by the power of our example",5.0,Biden,270.0
5 stars,0.6657894849777222," We will be a strong and trusted partner for peace, progress, and security",5.0,Biden,272.0
5 stars,0.7151187062263489,"  Look, you all know, we have been through so much in this Nation",5.0,Biden,274.0
5 stars,0.6637306809425354," And, in my first act as President, I'd like to ask you to join me in a moment of silent prayer to remember all those we lost this past year to the pandemic, those 400,000 fellow Americans: moms, dads, husbands, wives, sons, daughters, friends, neighbors, and coworkers",5.0,Biden,277.0
5 stars,0.7070969939231873, We will honor them by becoming the people and Nation we know we can and should be,5.0,Biden,279.0
5 stars,0.6074325442314148,"  So I ask you, let's say a silent prayer for those who have lost their lives, for those they left behind, and for our country",5.0,Biden,281.0
1 star,0.31388697028160095,"  [At this point, a moment of silence was observed",1.0,Biden,284.0
5 stars,0.3524734377861023,]  Amen,5.0,Biden,286.0
5 stars,0.4090505838394165,"  Folks, this is a time of testing",5.0,Biden,288.0
1 star,0.2760598659515381," We face an attack on our democracy and on truth, a raging virus, growing inequity, the sting of systemic racism, a climate in crisis, America's role in the world",1.0,Biden,290.0
5 stars,0.5987358093261719, Any one of these would be enough to challenge us in profound ways,5.0,Biden,292.0
5 stars,0.4092281758785248," But the fact is, we face them all at once, presenting this Nation with one of the gravest of responsibilities we've had",5.0,Biden,295.0
5 stars,0.3102273941040039,  Now we're going to be tested,5.0,Biden,297.0
5 stars,0.45804065465927124," Are we going to step up? All of us? It is time for boldness, for there is so much to do",5.0,Biden,299.0
5 stars,0.6126151084899902," And this is certain, I promise you: We will be judged, you and I, by how we resolve these cascading crises of our era",5.0,Biden,302.0
3 stars,0.29317986965179443," Will we rise to the occasion, is the question",3.0,Biden,304.0
5 stars,0.6608893871307373, Will we master this rare and difficult hour? Will we meet our obligations and pass along a new and better world to our children? I believe we must; I'm sure you do as well,5.0,Biden,306.0
5 stars,0.5735307931900024, I believe we will,5.0,Biden,308.0
4 stars,0.3713892698287964,"  And when we do, we will write the next great chapter in the history of the United States of America: the American story, a story that might sound something like a song that means a lot to me",4.0,Biden,310.0
5 stars,0.399596631526947," It's called ""American Anthem,"" and there's one verse that stands out, at least for me, and it goes like this:  ""The work and prayers of centuries have brought us to this day What shall be our legacy? What will our children say? ",5.0,Biden,313.0
4 stars,0.2846149206161499, ,4.0,Biden,315.0
4 stars,0.2846149206161499, ,4.0,Biden,317.0
5 stars,0.615280032157898," Let me know in my heart when my days are through America, America, I gave my best to you",5.0,Biden,320.0
5 stars,0.6669986844062805,"""  Let's addâ€”let's us add our own work and prayers to the unfolding story of our great Nation",5.0,Biden,322.0
5 stars,0.3634328544139862," If we do this, then when our days are through, our children and our children's children will say of us: ""They gave their best",5.0,Biden,324.0
4 stars,0.4499213397502899, They did their duty,4.0,Biden,326.0
1 star,0.40350863337516785, They healed a broken land,1.0,Biden,328.0
5 stars,0.6825002431869507,"""  My fellow Americans, I close today where I began, with a sacred oath",5.0,Biden,331.0
5 stars,0.700143039226532, Before God and all of you I give you my word: I will always level with you,5.0,Biden,333.0
5 stars,0.4838392734527588, I will defend the Constitution,5.0,Biden,335.0
5 stars,0.592268168926239, I will defend our democracy,5.0,Biden,338.0
5 stars,0.6308311820030212, I will defend America,5.0,Biden,340.0
5 stars,0.6273145079612732," And I will give all, all of you, keep everything youâ€”I do, in your service, thinking not of power, but of possibilities; not of personal interest, but of the public good",5.0,Biden,342.0
5 stars,0.7014055252075195," And together, we shall write an American story of hope, not fear; of unity, not division; of light, not darkness",5.0,Biden,344.0
5 stars,0.7721319198608398," A story of decency and dignity, love and healing, greatness and goodness",5.0,Biden,346.0
5 stars,0.5933247208595276,"  May this be the story that guides us, the story that inspires us, and the story that tells ages yet to come that we answered the call of history, we met the moment; democracy and hope, truth and justice, did not die on our watch, but thrived; that America secured liberty at home and stood once again as a beacon to the world",5.0,Biden,349.0
5 stars,0.6288277506828308," That is what we owe our forebearers, one another, and generations to follow",5.0,Biden,351.0
5 stars,0.6976831555366516,"  So with purpose and resolve we turn to those tasks of our time, sustained by faith, driven by conviction, and devoted to one another and the country we love with all our hearts",5.0,Biden,353.0
5 stars,0.6087415218353271,"  May God bless America, and may God protect our troops",5.0,Biden,356.0
5 stars,0.6287484169006348," Thank you, America",5.0,Biden,358.0
5 stars,0.5449873805046082,"Chief Justice Roberts, President Carter, President Clinton, President Bush, President Obama, fellow Americans, and people of the world: Thank you",5.0,Trump,0.0
5 stars,0.7789788842201233,"  We, the citizens of America, are now joined in a great national effort to rebuild our country and restore its promise for all of our people",5.0,Trump,4.0
5 stars,0.46418580412864685," Together, we will determine the course of America and the world for many, many years to come",5.0,Trump,8.0
4 stars,0.4981350898742676," We will face challenges, we will confront hardships, but we will get the job done",4.0,Trump,12.0
5 stars,0.8600316643714905,"  Every 4 years, we gather on these steps to carry out the orderly and peaceful transfer of power, and we are grateful to President Obama and First Lady Michelle Obama for their gracious aid throughout this transition",5.0,Trump,16.0
5 stars,0.772794246673584, They have been magnificent,5.0,Trump,20.0
5 stars,0.5730903744697571, Thank you,5.0,Trump,24.0
3 stars,0.42187657952308655,"  Today's ceremony, however, has very special meaning",3.0,Trump,28.0
5 stars,0.3285185992717743," Because today we are not merely transferring power from one administration to another or from one party to another, but we are transferring power from Washington, DC, and giving it back to you, the people",5.0,Trump,32.0
2 stars,0.45919376611709595,"  For too long, a small group in our Nation's Capital has reaped the rewards of Government while the people have borne the cost",2.0,Trump,36.0
2 stars,0.42657050490379333," Washington flourished, but the people did not share in its wealth",2.0,Trump,40.0
2 stars,0.39574262499809265," Politicians prospered, but the jobs left, and the factories closed",2.0,Trump,44.0
3 stars,0.31841063499450684," The establishment protected itself, but not the citizens of our country",3.0,Trump,48.0
2 stars,0.3104378283023834," Their victories have not been your victories; their triumphs have not been your triumphs; and while they celebrated in our Nation's Capital, there was little to celebrate for struggling families all across our land",2.0,Trump,52.0
5 stars,0.7271389365196228,"  That all changes, starting right here and right now, because this moment is your moment: It belongs to you",5.0,Trump,56.0
5 stars,0.7627704739570618, It belongs to everyone gathered here today and everyone watching all across America,5.0,Trump,60.0
5 stars,0.6927008032798767, This is your day,5.0,Trump,64.0
5 stars,0.7458857893943787, This is your celebration,5.0,Trump,68.0
5 stars,0.7044093608856201," And this, the United States of America, is your country",5.0,Trump,72.0
3 stars,0.3071770966053009,"  What truly matters is not which party controls our Government, but whether our Government is controlled by the people",3.0,Trump,76.0
5 stars,0.5848267674446106," January 20, 2017, will be remembered as the day the people became the rulers of this Nation again",5.0,Trump,80.0
5 stars,0.6535046696662903, The forgotten men and women of our country will be forgotten no longer,5.0,Trump,84.0
5 stars,0.5283876657485962, Everyone is listening to you now,5.0,Trump,88.0
5 stars,0.5607596635818481,  You came by the tens of millions to become part of a historic movement the likes of which the world has never seen before,5.0,Trump,92.0
4 stars,0.35276925563812256, At the center of this movement is a crucial conviction: that a nation exists to serve its citizens,4.0,Trump,96.0
5 stars,0.559829592704773," Americans want great schools for their children, safe neighborhoods for their families, and good jobs for themselves",5.0,Trump,100.0
5 stars,0.5824812054634094, These are just and reasonable demands of righteous people and a righteous public,5.0,Trump,104.0
2 stars,0.34895607829093933,"  But for too many of our citizens, a different reality exists: Mothers and children trapped in poverty in our inner cities; rusted-out factories scattered like tombstones across the landscape of our Nation; an education system, flush with cash, but which leaves our young and beautiful students deprived of all knowledge; and the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential",2.0,Trump,108.0
1 star,0.6011033058166504,  This American carnage stops right here and stops right now,1.0,Trump,112.0
5 stars,0.8088161945343018," We are one Nation, and their pain is our pain, their dreams are our dreams, and their success will be our success",5.0,Trump,116.0
5 stars,0.8124508857727051," We share one heart, one home, and one glorious destiny",5.0,Trump,120.0
5 stars,0.6863740086555481,  The oath of office I take today is an oath of allegiance to all Americans,5.0,Trump,124.0
1 star,0.31450262665748596,"  For many decades, we've enriched foreign industry at the expense of American industry, subsidized the armies of other countries while allowing for the very sad depletion of our military",1.0,Trump,128.0
1 star,0.6666994690895081, We've defended other nations' borders while refusing to defend our own and spent trillions and trillions of dollars overseas while America's infrastructure has fallen into disrepair and decay,1.0,Trump,132.0
3 stars,0.26462405920028687," We've made other countries rich while the wealth, strength, and confidence of our country has dissipated over the horizon",3.0,Trump,136.0
1 star,0.6705470681190491,"  One by one, the factories shuttered and left our shores, with not even a thought about the millions and millions of American workers that were left behind",1.0,Trump,140.0
5 stars,0.3933342397212982, The wealth of our middle class has been ripped from their homes and then redistributed all across the world,5.0,Trump,144.0
3 stars,0.4078395962715149,  But that is the past,3.0,Trump,148.0
5 stars,0.31815406680107117, And now we are looking only to the future,5.0,Trump,152.0
5 stars,0.8359546065330505,"  We, assembled here today, are issuing a new decree to be heard in every city, in every foreign capital, and in every hall of power",5.0,Trump,156.0
5 stars,0.6990042328834534," From this day forward, a new vision will govern our land",5.0,Trump,160.0
5 stars,0.3145386278629303," From this day forward, it's going to be only America first",5.0,Trump,164.0
5 stars,0.49906471371650696, America first,5.0,Trump,168.0
5 stars,0.6352503895759583,"  Every decision on trade, on taxes, on immigration, on foreign affairs, will be made to benefit American workers and American families",5.0,Trump,172.0
5 stars,0.593795657157898,"  We must protect our borders from the ravages of other countries making our products, stealing our companies, and destroying our jobs",5.0,Trump,176.0
5 stars,0.7649776935577393, Protection will lead to great prosperity and strength,5.0,Trump,180.0
5 stars,0.8631139397621155," I will fight for you with every breath in my body, and I will never, ever let you down",5.0,Trump,184.0
5 stars,0.7053955793380737,"  America will start winning again, winning like never before",5.0,Trump,188.0
5 stars,0.5166615843772888, We will bring back our jobs,5.0,Trump,192.0
5 stars,0.5008367896080017, We will bring back our borders,5.0,Trump,196.0
5 stars,0.6385995745658875, We will bring back our wealth,5.0,Trump,200.0
5 stars,0.6395681500434875, And we will bring back our dreams,5.0,Trump,204.0
5 stars,0.9036301970481873,  We will build new roads and highways and bridges and airports and tunnels and railways all across our wonderful Nation,5.0,Trump,208.0
5 stars,0.631239652633667,"  We will get our people off of welfare and back to work, rebuilding our country with American hands and American labor",5.0,Trump,212.0
5 stars,0.33887940645217896, We will follow two simple rules: Buy American and hire American,5.0,Trump,216.0
4 stars,0.4131085276603699,"  We will seek friendship and good will with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first",4.0,Trump,220.0
5 stars,0.4660502076148987," We do not seek to impose our way of life on anyone, but rather to let it shine as an exampleâ€”we will shineâ€”for everyone to follow",5.0,Trump,224.0
5 stars,0.6216211318969727,"  We will reinforce old alliances and form new ones and unite the civilized world against radical Islamic terrorism, which we will eradicate completely from the face of the Earth",5.0,Trump,228.0
5 stars,0.8302369713783264,"  At the bedrock of our politics will be a total allegiance to the United States of America, and through our loyalty to our country, we will rediscover our loyalty to each other",5.0,Trump,232.0
5 stars,0.31906765699386597," When you open your heart to patriotism, there is no room for prejudice",5.0,Trump,236.0
5 stars,0.44504716992378235," The Bible tells us, ""How good and pleasant it is when God's people live together in unity",5.0,Trump,240.0
5 stars,0.551263153553009,""" We must speak our minds openly, debate our disagreements honestly, but always pursue solidarity",5.0,Trump,244.0
1 star,0.5513359308242798," When America is united, America is totally unstoppable",1.0,Trump,248.0
5 stars,0.6565645337104797," There should be no fear: We are protected, and we will always be protected",5.0,Trump,252.0
5 stars,0.7861947417259216," We will be protected by the great men and women of our military and law enforcement, and most importantly, we will be protected by God",5.0,Trump,256.0
5 stars,0.6975902318954468,"  Finally, we must think big and dream even bigger",5.0,Trump,260.0
5 stars,0.2868480980396271," In America, we understand that a nation is only living as long as it is striving",5.0,Trump,264.0
1 star,0.6787086129188538,"  We will no longer accept politicians who are all talk and no action, constantly complaining, but never doing anything about it",1.0,Trump,268.0
2 stars,0.36002084612846375, The time for empty talk is over,2.0,Trump,272.0
5 stars,0.43322086334228516, Now arrives the hour of action,5.0,Trump,276.0
1 star,0.6789169907569885,  Do not allow anyone to tell you that it cannot be done,1.0,Trump,280.0
5 stars,0.4067693054676056, No challenge can match the heart and fight and spirit of America,5.0,Trump,284.0
5 stars,0.33084020018577576, We will not fail,5.0,Trump,288.0
5 stars,0.7164980173110962, Our country will thrive and prosper again,5.0,Trump,292.0
5 stars,0.6907618045806885,"  We stand at the birth of a new millennium, ready to unlock the mysteries of space, to free the Earth from the miseries of disease, and to harness the energies, industries, and technologies of tomorrow",5.0,Trump,296.0
5 stars,0.8570325374603271," A new national pride will stir our souls, lift our sights, and heal our divisions",5.0,Trump,300.0
5 stars,0.7249449491500854,"  It's time to remember that old wisdom our soldiers will never forget: that whether we are Black or Brown or White, we all bleed the same red blood of patriots, we all enjoy the same glorious freedoms, and we all salute the same great American flag",5.0,Trump,304.0
5 stars,0.3211785852909088,"  And whether a child is born in the urban sprawl of Detroit or the windswept plains of Nebraska, they look up at the same night sky, they fill their heart with the same dreams, and they are infused with the breath of life by the same almighty Creator",5.0,Trump,308.0
5 stars,0.5894565582275391,"  So to all Americans in every city near and far, small and large, from mountain to mountain, from ocean to ocean, hear these words: You will never be ignored again",5.0,Trump,312.0
5 stars,0.7374895215034485," Your voice, your hopes, and your dreams will define our American destiny",5.0,Trump,316.0
5 stars,0.8515207171440125, And your courage and goodness and love will forever guide us along the way,5.0,Trump,320.0
5 stars,0.6558619141578674,"  Together, we will make America strong again",5.0,Trump,324.0
5 stars,0.6196558475494385, We will make America wealthy again,5.0,Trump,328.0
5 stars,0.7118774056434631, We will make America proud again,5.0,Trump,332.0
5 stars,0.6373107433319092, We will make America safe again,5.0,Trump,336.0
5 stars,0.7214420437812805,"  And, yes, together, we will make America great again",5.0,Trump,340.0
5 stars,0.5730903744697571, Thank you,5.0,Trump,344.0
5 stars,0.7251492738723755," God bless you, and God bless America",5.0,Trump,348.0
5 stars,0.5730903744697571, Thank you,5.0,Trump,352.0
5 stars,0.6274440288543701, God bless America,5.0,Trump,356.0
